abbreviation,name,year,value
cha2,Champagne 2,1384,NA
gai,Gaillac- South-West,1384,NA
ger,Germany,1384,NA
hlv,High Loire Valley,1384,NA
idf,Ile de France,1384,NA
jur,Jura,1384,NA
lan,Languedoc,1384,NA
llv,Low Loire Valley,1384,NA
lux,Luxembourg,1384,NA
mar,Maritime alps,1384,NA
nit,Northern Italy,1384,NA
nlo,Northern  Lorraine,1384,NA
nrv,Northern Rhone valley,1384,NA
sav,Savoie,1384,NA
spa,Spain,1384,NA
slo,Southern Lorraine,1384,NA
srv,Southern Rhone valley,1384,NA
swi,Switzerland (Leman Lake),1384,NA
vse,Various South-East,1384,NA
vpc,Vendée - Poitou Charente,1384,NA
als,Alsace,1385,NA
auv,Auvergne,1385,NA
aux,Auxerre-Avalon,1385,NA
bea,Beaujolais and Maconnais,1385,NA
bor,Bordeaux,1385,NA
bur,Burgundy,1385,9.458333333333332
cha1,Champagne 1,1385,NA
cha2,Champagne 2,1385,NA
gai,Gaillac- South-West,1385,NA
ger,Germany,1385,NA
hlv,High Loire Valley,1385,NA
idf,Ile de France,1385,NA
jur,Jura,1385,NA
lan,Languedoc,1385,NA
llv,Low Loire Valley,1385,NA
lux,Luxembourg,1385,NA
mar,Maritime alps,1385,NA
nit,Northern Italy,1385,NA
nlo,Northern  Lorraine,1385,NA
nrv,Northern Rhone valley,1385,NA
sav,Savoie,1385,NA
spa,Spain,1385,NA
slo,Southern Lorraine,1385,NA
srv,Southern Rhone valley,1385,NA
swi,Switzerland (Leman Lake),1385,NA
vse,Various South-East,1385,NA
vpc,Vendée - Poitou Charente,1385,NA
als,Alsace,1386,NA
auv,Auvergne,1386,NA
aux,Auxerre-Avalon,1386,NA
bea,Beaujolais and Maconnais,1386,NA
bor,Bordeaux,1386,NA
bur,Burgundy,1386,18.136363636363637
cha1,Champagne 1,1386,NA
cha2,Champagne 2,1386,NA
gai,Gaillac- South-West,1386,NA
ger,Germany,1386,NA
hlv,High Loire Valley,1386,NA
idf,Ile de France,1386,NA
jur,Jura,1386,NA
lan,Languedoc,1386,NA
llv,Low Loire Valley,1386,NA
lux,Luxembourg,1386,NA
mar,Maritime alps,1386,NA
nit,Northern Italy,1386,NA
nlo,Northern  Lorraine,1386,NA
nrv,Northern Rhone valley,1386,NA
sav,Savoie,1386,NA
spa,Spain,1386,NA
slo,Southern Lorraine,1386,NA
srv,Southern Rhone valley,1386,NA
swi,Switzerland (Leman Lake),1386,NA
vse,Various South-East,1386,NA
vpc,Vendée - Poitou Charente,1386,NA
als,Alsace,1387,NA
auv,Auvergne,1387,NA
aux,Auxerre-Avalon,1387,NA
bea,Beaujolais and Maconnais,1387,NA
bor,Bordeaux,1387,NA
bur,Burgundy,1387,19.636363636363637
cha1,Champagne 1,1387,NA
cha2,Champagne 2,1387,NA
gai,Gaillac- South-West,1387,NA
ger,Germany,1387,NA
hlv,High Loire Valley,1387,NA
idf,Ile de France,1387,NA
jur,Jura,1387,NA
lan,Languedoc,1387,NA
llv,Low Loire Valley,1387,NA
lux,Luxembourg,1387,NA
mar,Maritime alps,1387,NA
nit,Northern Italy,1387,NA
nlo,Northern  Lorraine,1387,NA
nrv,Northern Rhone valley,1387,NA
sav,Savoie,1387,NA
spa,Spain,1387,NA
slo,Southern Lorraine,1387,NA
srv,Southern Rhone valley,1387,NA
swi,Switzerland (Leman Lake),1387,NA
vse,Various South-East,1387,NA
vpc,Vendée - Poitou Charente,1387,NA
als,Alsace,1388,NA
auv,Auvergne,1388,NA
aux,Auxerre-Avalon,1388,NA
bea,Beaujolais and Maconnais,1388,NA
bor,Bordeaux,1388,NA
bur,Burgundy,1388,26.118055555555557
cha1,Champagne 1,1388,NA
cha2,Champagne 2,1388,NA
gai,Gaillac- South-West,1388,NA
ger,Germany,1388,NA
hlv,High Loire Valley,1388,NA
idf,Ile de France,1388,NA
jur,Jura,1388,NA
lan,Languedoc,1388,NA
llv,Low Loire Valley,1388,NA
lux,Luxembourg,1388,NA
mar,Maritime alps,1388,NA
nit,Northern Italy,1388,NA
nlo,Northern  Lorraine,1388,NA
nrv,Northern Rhone valley,1388,NA
sav,Savoie,1388,NA
spa,Spain,1388,NA
slo,Southern Lorraine,1388,NA
srv,Southern Rhone valley,1388,NA
swi,Switzerland (Leman Lake),1388,NA
vse,Various South-East,1388,NA
vpc,Vendée - Poitou Charente,1388,NA
als,Alsace,1389,NA
auv,Auvergne,1389,NA
aux,Auxerre-Avalon,1389,NA
bea,Beaujolais and Maconnais,1389,NA
bor,Bordeaux,1389,NA
bur,Burgundy,1389,24.636363636363637
cha1,Champagne 1,1389,NA
cha2,Champagne 2,1389,NA
gai,Gaillac- South-West,1389,NA
ger,Germany,1389,NA
hlv,High Loire Valley,1389,NA
idf,Ile de France,1389,NA
jur,Jura,1389,NA
lan,Languedoc,1389,NA
llv,Low Loire Valley,1389,NA
lux,Luxembourg,1389,NA
mar,Maritime alps,1389,NA
nit,Northern Italy,1389,NA
nlo,Northern  Lorraine,1389,NA
nrv,Northern Rhone valley,1389,NA
sav,Savoie,1389,NA
spa,Spain,1389,NA
slo,Southern Lorraine,1389,NA
srv,Southern Rhone valley,1389,NA
swi,Switzerland (Leman Lake),1389,NA
vse,Various South-East,1389,NA
vpc,Vendée - Poitou Charente,1389,NA
als,Alsace,1390,NA
auv,Auvergne,1390,NA
aux,Auxerre-Avalon,1390,NA
bea,Beaujolais and Maconnais,1390,NA
bor,Bordeaux,1390,NA
bur,Burgundy,1390,14.625185185185185
cha1,Champagne 1,1390,NA
cha2,Champagne 2,1390,NA
gai,Gaillac- South-West,1390,NA
ger,Germany,1390,NA
hlv,High Loire Valley,1390,NA
idf,Ile de France,1390,NA
jur,Jura,1390,NA
lan,Languedoc,1390,NA
llv,Low Loire Valley,1390,NA
lux,Luxembourg,1390,NA
mar,Maritime alps,1390,NA
nit,Northern Italy,1390,NA
nlo,Northern  Lorraine,1390,NA
nrv,Northern Rhone valley,1390,NA
sav,Savoie,1390,NA
spa,Spain,1390,NA
slo,Southern Lorraine,1390,NA
srv,Southern Rhone valley,1390,NA
swi,Switzerland (Leman Lake),1390,NA
vse,Various South-East,1390,NA
vpc,Vendée - Poitou Charente,1390,NA
als,Alsace,1391,NA
auv,Auvergne,1391,NA
aux,Auxerre-Avalon,1391,NA
bea,Beaujolais and Maconnais,1391,NA
bor,Bordeaux,1391,NA
bur,Burgundy,1391,14.125185185185185
cha1,Champagne 1,1391,NA
cha2,Champagne 2,1391,NA
gai,Gaillac- South-West,1391,NA
ger,Germany,1391,NA
hlv,High Loire Valley,1391,NA
idf,Ile de France,1391,NA
jur,Jura,1391,NA
lan,Languedoc,1391,NA
llv,Low Loire Valley,1391,NA
lux,Luxembourg,1391,NA
mar,Maritime alps,1391,NA
nit,Northern Italy,1391,NA
nlo,Northern  Lorraine,1391,NA
nrv,Northern Rhone valley,1391,NA
sav,Savoie,1391,NA
spa,Spain,1391,NA
slo,Southern Lorraine,1391,NA
srv,Southern Rhone valley,1391,NA
swi,Switzerland (Leman Lake),1391,NA
vse,Various South-East,1391,NA
vpc,Vendée - Poitou Charente,1391,NA
als,Alsace,1392,NA
auv,Auvergne,1392,NA
aux,Auxerre-Avalon,1392,NA
bea,Beaujolais and Maconnais,1392,NA
bor,Bordeaux,1392,NA
bur,Burgundy,1392,37.877104377104374
cha1,Champagne 1,1392,NA
cha2,Champagne 2,1392,NA
gai,Gaillac- South-West,1392,NA
ger,Germany,1392,NA
hlv,High Loire Valley,1392,NA
idf,Ile de France,1392,NA
jur,Jura,1392,NA
lan,Languedoc,1392,NA
llv,Low Loire Valley,1392,NA
lux,Luxembourg,1392,NA
mar,Maritime alps,1392,NA
nit,Northern Italy,1392,NA
nlo,Northern  Lorraine,1392,NA
nrv,Northern Rhone valley,1392,NA
sav,Savoie,1392,NA
spa,Spain,1392,NA
slo,Southern Lorraine,1392,NA
srv,Southern Rhone valley,1392,NA
swi,Switzerland (Leman Lake),1392,NA
vse,Various South-East,1392,NA
vpc,Vendée - Poitou Charente,1392,NA
als,Alsace,1393,NA
auv,Auvergne,1393,NA
aux,Auxerre-Avalon,1393,NA
bea,Beaujolais and Maconnais,1393,NA
bor,Bordeaux,1393,NA
bur,Burgundy,1393,1.2727272727272734
cha1,Champagne 1,1393,NA
cha2,Champagne 2,1393,NA
gai,Gaillac- South-West,1393,NA
ger,Germany,1393,NA
hlv,High Loire Valley,1393,NA
idf,Ile de France,1393,NA
jur,Jura,1393,NA
lan,Languedoc,1393,NA
llv,Low Loire Valley,1393,NA
lux,Luxembourg,1393,NA
mar,Maritime alps,1393,NA
nit,Northern Italy,1393,NA
nlo,Northern  Lorraine,1393,NA
nrv,Northern Rhone valley,1393,NA
sav,Savoie,1393,NA
spa,Spain,1393,NA
slo,Southern Lorraine,1393,NA
srv,Southern Rhone valley,1393,NA
swi,Switzerland (Leman Lake),1393,NA
vse,Various South-East,1393,NA
vpc,Vendée - Poitou Charente,1393,NA
als,Alsace,1394,NA
auv,Auvergne,1394,NA
aux,Auxerre-Avalon,1394,NA
bea,Beaujolais and Maconnais,1394,NA
bor,Bordeaux,1394,NA
bur,Burgundy,1394,31
cha1,Champagne 1,1394,NA
cha2,Champagne 2,1394,NA
gai,Gaillac- South-West,1394,NA
ger,Germany,1394,NA
hlv,High Loire Valley,1394,NA
idf,Ile de France,1394,NA
jur,Jura,1394,NA
lan,Languedoc,1394,NA
llv,Low Loire Valley,1394,NA
lux,Luxembourg,1394,NA
mar,Maritime alps,1394,NA
nit,Northern Italy,1394,NA
nlo,Northern  Lorraine,1394,NA
nrv,Northern Rhone valley,1394,NA
sav,Savoie,1394,NA
spa,Spain,1394,NA
slo,Southern Lorraine,1394,NA
srv,Southern Rhone valley,1394,NA
swi,Switzerland (Leman Lake),1394,NA
vse,Various South-East,1394,NA
vpc,Vendée - Poitou Charente,1394,NA
als,Alsace,1395,NA
auv,Auvergne,1395,NA
aux,Auxerre-Avalon,1395,NA
bea,Beaujolais and Maconnais,1395,NA
bor,Bordeaux,1395,NA
bur,Burgundy,1395,NA
cha1,Champagne 1,1395,NA
cha2,Champagne 2,1395,NA
gai,Gaillac- South-West,1395,NA
ger,Germany,1395,NA
hlv,High Loire Valley,1395,NA
idf,Ile de France,1395,NA
jur,Jura,1395,NA
lan,Languedoc,1395,NA
llv,Low Loire Valley,1395,NA
lux,Luxembourg,1395,NA
mar,Maritime alps,1395,NA
nit,Northern Italy,1395,NA
nlo,Northern  Lorraine,1395,NA
nrv,Northern Rhone valley,1395,NA
sav,Savoie,1395,NA
spa,Spain,1395,NA
slo,Southern Lorraine,1395,NA
srv,Southern Rhone valley,1395,NA
swi,Switzerland (Leman Lake),1395,NA
vse,Various South-East,1395,NA
vpc,Vendée - Poitou Charente,1395,NA
als,Alsace,1396,NA
auv,Auvergne,1396,NA
aux,Auxerre-Avalon,1396,NA
bea,Beaujolais and Maconnais,1396,NA
bor,Bordeaux,1396,NA
bur,Burgundy,1396,NA
cha1,Champagne 1,1396,NA
cha2,Champagne 2,1396,NA
gai,Gaillac- South-West,1396,NA
ger,Germany,1396,NA
hlv,High Loire Valley,1396,NA
idf,Ile de France,1396,NA
jur,Jura,1396,NA
lan,Languedoc,1396,NA
llv,Low Loire Valley,1396,NA
lux,Luxembourg,1396,NA
mar,Maritime alps,1396,NA
nit,Northern Italy,1396,NA
nlo,Northern  Lorraine,1396,NA
nrv,Northern Rhone valley,1396,NA
sav,Savoie,1396,NA
spa,Spain,1396,NA
slo,Southern Lorraine,1396,NA
srv,Southern Rhone valley,1396,NA
swi,Switzerland (Leman Lake),1396,NA
vse,Various South-East,1396,NA
vpc,Vendée - Poitou Charente,1396,NA
als,Alsace,1397,NA
auv,Auvergne,1397,NA
aux,Auxerre-Avalon,1397,NA
bea,Beaujolais and Maconnais,1397,NA
bor,Bordeaux,1397,NA
bur,Burgundy,1397,12
cha1,Champagne 1,1397,NA
cha2,Champagne 2,1397,NA
gai,Gaillac- South-West,1397,NA
ger,Germany,1397,NA
hlv,High Loire Valley,1397,NA
idf,Ile de France,1397,NA
jur,Jura,1397,NA
lan,Languedoc,1397,NA
llv,Low Loire Valley,1397,NA
lux,Luxembourg,1397,NA
mar,Maritime alps,1397,NA
nit,Northern Italy,1397,NA
nlo,Northern  Lorraine,1397,NA
nrv,Northern Rhone valley,1397,NA
sav,Savoie,1397,NA
spa,Spain,1397,NA
slo,Southern Lorraine,1397,NA
srv,Southern Rhone valley,1397,NA
swi,Switzerland (Leman Lake),1397,NA
vse,Various South-East,1397,NA
vpc,Vendée - Poitou Charente,1397,NA
als,Alsace,1398,NA
auv,Auvergne,1398,NA
aux,Auxerre-Avalon,1398,NA
bea,Beaujolais and Maconnais,1398,NA
bor,Bordeaux,1398,NA
bur,Burgundy,1398,27
cha1,Champagne 1,1398,NA
cha2,Champagne 2,1398,NA
gai,Gaillac- South-West,1398,NA
ger,Germany,1398,NA
hlv,High Loire Valley,1398,NA
idf,Ile de France,1398,NA
jur,Jura,1398,NA
lan,Languedoc,1398,NA
llv,Low Loire Valley,1398,NA
lux,Luxembourg,1398,NA
mar,Maritime alps,1398,NA
nit,Northern Italy,1398,NA
nlo,Northern  Lorraine,1398,NA
nrv,Northern Rhone valley,1398,NA
sav,Savoie,1398,NA
spa,Spain,1398,NA
slo,Southern Lorraine,1398,NA
srv,Southern Rhone valley,1398,NA
swi,Switzerland (Leman Lake),1398,NA
vse,Various South-East,1398,NA
vpc,Vendée - Poitou Charente,1398,NA
als,Alsace,1399,NA
auv,Auvergne,1399,NA
aux,Auxerre-Avalon,1399,NA
bea,Beaujolais and Maconnais,1399,NA
bor,Bordeaux,1399,NA
bur,Burgundy,1399,26
cha1,Champagne 1,1399,NA
cha2,Champagne 2,1399,NA
gai,Gaillac- South-West,1399,NA
ger,Germany,1399,NA
hlv,High Loire Valley,1399,NA
idf,Ile de France,1399,NA
jur,Jura,1399,NA
lan,Languedoc,1399,NA
llv,Low Loire Valley,1399,NA
lux,Luxembourg,1399,NA
mar,Maritime alps,1399,NA
nit,Northern Italy,1399,NA
nlo,Northern  Lorraine,1399,NA
nrv,Northern Rhone valley,1399,NA
sav,Savoie,1399,NA
spa,Spain,1399,NA
slo,Southern Lorraine,1399,NA
srv,Southern Rhone valley,1399,NA
swi,Switzerland (Leman Lake),1399,NA
vse,Various South-East,1399,NA
vpc,Vendée - Poitou Charente,1399,NA
als,Alsace,1400,NA
auv,Auvergne,1400,NA
aux,Auxerre-Avalon,1400,NA
bea,Beaujolais and Maconnais,1400,NA
bor,Bordeaux,1400,NA
bur,Burgundy,1400,10.481481481481481
cha1,Champagne 1,1400,NA
cha2,Champagne 2,1400,NA
gai,Gaillac- South-West,1400,NA
ger,Germany,1400,NA
hlv,High Loire Valley,1400,NA
idf,Ile de France,1400,NA
jur,Jura,1400,NA
lan,Languedoc,1400,NA
llv,Low Loire Valley,1400,NA
lux,Luxembourg,1400,NA
mar,Maritime alps,1400,NA
nit,Northern Italy,1400,NA
nlo,Northern  Lorraine,1400,NA
nrv,Northern Rhone valley,1400,NA
sav,Savoie,1400,NA
spa,Spain,1400,NA
slo,Southern Lorraine,1400,NA
srv,Southern Rhone valley,1400,NA
swi,Switzerland (Leman Lake),1400,NA
vse,Various South-East,1400,NA
vpc,Vendée - Poitou Charente,1400,NA
als,Alsace,1401,NA
auv,Auvergne,1401,NA
aux,Auxerre-Avalon,1401,NA
bea,Beaujolais and Maconnais,1401,NA
bor,Bordeaux,1401,NA
bur,Burgundy,1401,19.458333333333332
cha1,Champagne 1,1401,NA
cha2,Champagne 2,1401,NA
gai,Gaillac- South-West,1401,NA
ger,Germany,1401,NA
hlv,High Loire Valley,1401,NA
idf,Ile de France,1401,NA
jur,Jura,1401,NA
lan,Languedoc,1401,NA
llv,Low Loire Valley,1401,NA
lux,Luxembourg,1401,NA
mar,Maritime alps,1401,NA
nit,Northern Italy,1401,NA
nlo,Northern  Lorraine,1401,NA
nrv,Northern Rhone valley,1401,NA
sav,Savoie,1401,NA
spa,Spain,1401,NA
slo,Southern Lorraine,1401,NA
srv,Southern Rhone valley,1401,NA
swi,Switzerland (Leman Lake),1401,NA
vse,Various South-East,1401,NA
vpc,Vendée - Poitou Charente,1401,NA
als,Alsace,1402,NA
auv,Auvergne,1402,NA
aux,Auxerre-Avalon,1402,NA
bea,Beaujolais and Maconnais,1402,NA
bor,Bordeaux,1402,NA
bur,Burgundy,1402,15.359444444444446
cha1,Champagne 1,1402,NA
cha2,Champagne 2,1402,NA
gai,Gaillac- South-West,1402,NA
ger,Germany,1402,NA
hlv,High Loire Valley,1402,NA
idf,Ile de France,1402,NA
jur,Jura,1402,NA
lan,Languedoc,1402,NA
llv,Low Loire Valley,1402,NA
lux,Luxembourg,1402,NA
mar,Maritime alps,1402,NA
nit,Northern Italy,1402,NA
nlo,Northern  Lorraine,1402,NA
nrv,Northern Rhone valley,1402,NA
sav,Savoie,1402,NA
spa,Spain,1402,NA
slo,Southern Lorraine,1402,NA
srv,Southern Rhone valley,1402,NA
swi,Switzerland (Leman Lake),1402,NA
vse,Various South-East,1402,NA
vpc,Vendée - Poitou Charente,1402,NA
als,Alsace,1403,NA
auv,Auvergne,1403,NA
aux,Auxerre-Avalon,1403,NA
bea,Beaujolais and Maconnais,1403,NA
bor,Bordeaux,1403,NA
bur,Burgundy,1403,18.729166666666664
cha1,Champagne 1,1403,NA
cha2,Champagne 2,1403,NA
gai,Gaillac- South-West,1403,NA
ger,Germany,1403,NA
hlv,High Loire Valley,1403,NA
idf,Ile de France,1403,NA
jur,Jura,1403,NA
lan,Languedoc,1403,NA
llv,Low Loire Valley,1403,NA
lux,Luxembourg,1403,NA
mar,Maritime alps,1403,NA
nit,Northern Italy,1403,NA
nlo,Northern  Lorraine,1403,NA
nrv,Northern Rhone valley,1403,NA
sav,Savoie,1403,NA
spa,Spain,1403,NA
slo,Southern Lorraine,1403,NA
srv,Southern Rhone valley,1403,NA
swi,Switzerland (Leman Lake),1403,NA
vse,Various South-East,1403,NA
vpc,Vendée - Poitou Charente,1403,NA
als,Alsace,1404,NA
auv,Auvergne,1404,NA
aux,Auxerre-Avalon,1404,NA
bea,Beaujolais and Maconnais,1404,NA
bor,Bordeaux,1404,NA
bur,Burgundy,1404,29.52080808080808
cha1,Champagne 1,1404,NA
cha2,Champagne 2,1404,NA
gai,Gaillac- South-West,1404,NA
ger,Germany,1404,NA
hlv,High Loire Valley,1404,NA
idf,Ile de France,1404,NA
jur,Jura,1404,NA
lan,Languedoc,1404,NA
llv,Low Loire Valley,1404,NA
lux,Luxembourg,1404,NA
mar,Maritime alps,1404,NA
nit,Northern Italy,1404,NA
nlo,Northern  Lorraine,1404,NA
nrv,Northern Rhone valley,1404,NA
sav,Savoie,1404,NA
spa,Spain,1404,NA
slo,Southern Lorraine,1404,NA
srv,Southern Rhone valley,1404,NA
swi,Switzerland (Leman Lake),1404,NA
vse,Various South-East,1404,NA
vpc,Vendée - Poitou Charente,1404,NA
als,Alsace,1405,NA
auv,Auvergne,1405,NA
aux,Auxerre-Avalon,1405,NA
bea,Beaujolais and Maconnais,1405,NA
bor,Bordeaux,1405,NA
bur,Burgundy,1405,26.272727272727273
cha1,Champagne 1,1405,NA
cha2,Champagne 2,1405,NA
gai,Gaillac- South-West,1405,NA
ger,Germany,1405,NA
hlv,High Loire Valley,1405,NA
idf,Ile de France,1405,NA
jur,Jura,1405,NA
lan,Languedoc,1405,NA
llv,Low Loire Valley,1405,NA
lux,Luxembourg,1405,NA
mar,Maritime alps,1405,NA
nit,Northern Italy,1405,NA
nlo,Northern  Lorraine,1405,NA
nrv,Northern Rhone valley,1405,NA
sav,Savoie,1405,NA
spa,Spain,1405,NA
slo,Southern Lorraine,1405,NA
srv,Southern Rhone valley,1405,NA
swi,Switzerland (Leman Lake),1405,NA
vse,Various South-East,1405,NA
vpc,Vendée - Poitou Charente,1405,NA
als,Alsace,1406,NA
auv,Auvergne,1406,NA
aux,Auxerre-Avalon,1406,NA
bea,Beaujolais and Maconnais,1406,NA
bor,Bordeaux,1406,NA
bur,Burgundy,1406,24.02080808080808
cha1,Champagne 1,1406,NA
cha2,Champagne 2,1406,NA
gai,Gaillac- South-West,1406,NA
ger,Germany,1406,NA
hlv,High Loire Valley,1406,NA
idf,Ile de France,1406,NA
jur,Jura,1406,NA
lan,Languedoc,1406,NA
llv,Low Loire Valley,1406,NA
lux,Luxembourg,1406,NA
mar,Maritime alps,1406,NA
nit,Northern Italy,1406,NA
nlo,Northern  Lorraine,1406,NA
nrv,Northern Rhone valley,1406,NA
sav,Savoie,1406,NA
spa,Spain,1406,NA
slo,Southern Lorraine,1406,NA
srv,Southern Rhone valley,1406,NA
swi,Switzerland (Leman Lake),1406,NA
vse,Various South-East,1406,NA
vpc,Vendée - Poitou Charente,1406,NA
als,Alsace,1407,NA
auv,Auvergne,1407,NA
aux,Auxerre-Avalon,1407,NA
bea,Beaujolais and Maconnais,1407,NA
bor,Bordeaux,1407,NA
bur,Burgundy,1407,26.48148148148148
cha1,Champagne 1,1407,NA
cha2,Champagne 2,1407,NA
gai,Gaillac- South-West,1407,NA
ger,Germany,1407,NA
hlv,High Loire Valley,1407,NA
idf,Ile de France,1407,NA
jur,Jura,1407,NA
lan,Languedoc,1407,NA
llv,Low Loire Valley,1407,NA
lux,Luxembourg,1407,NA
mar,Maritime alps,1407,NA
nit,Northern Italy,1407,NA
nlo,Northern  Lorraine,1407,NA
nrv,Northern Rhone valley,1407,NA
sav,Savoie,1407,NA
spa,Spain,1407,NA
slo,Southern Lorraine,1407,NA
srv,Southern Rhone valley,1407,NA
swi,Switzerland (Leman Lake),1407,NA
vse,Various South-East,1407,NA
vpc,Vendée - Poitou Charente,1407,NA
als,Alsace,1408,NA
auv,Auvergne,1408,NA
aux,Auxerre-Avalon,1408,NA
bea,Beaujolais and Maconnais,1408,NA
bor,Bordeaux,1408,NA
bur,Burgundy,1408,27.77777777777778
cha1,Champagne 1,1408,NA
cha2,Champagne 2,1408,NA
gai,Gaillac- South-West,1408,NA
ger,Germany,1408,NA
hlv,High Loire Valley,1408,NA
idf,Ile de France,1408,NA
jur,Jura,1408,NA
lan,Languedoc,1408,NA
llv,Low Loire Valley,1408,NA
lux,Luxembourg,1408,NA
mar,Maritime alps,1408,NA
nit,Northern Italy,1408,NA
nlo,Northern  Lorraine,1408,NA
nrv,Northern Rhone valley,1408,NA
sav,Savoie,1408,NA
spa,Spain,1408,NA
slo,Southern Lorraine,1408,NA
srv,Southern Rhone valley,1408,NA
swi,Switzerland (Leman Lake),1408,NA
vse,Various South-East,1408,NA
vpc,Vendée - Poitou Charente,1408,NA
als,Alsace,1409,NA
auv,Auvergne,1409,NA
aux,Auxerre-Avalon,1409,NA
bea,Beaujolais and Maconnais,1409,NA
bor,Bordeaux,1409,NA
bur,Burgundy,1409,17.77777777777778
cha1,Champagne 1,1409,NA
cha2,Champagne 2,1409,NA
gai,Gaillac- South-West,1409,NA
ger,Germany,1409,NA
hlv,High Loire Valley,1409,NA
idf,Ile de France,1409,NA
jur,Jura,1409,NA
lan,Languedoc,1409,NA
llv,Low Loire Valley,1409,NA
lux,Luxembourg,1409,NA
mar,Maritime alps,1409,NA
nit,Northern Italy,1409,NA
nlo,Northern  Lorraine,1409,NA
nrv,Northern Rhone valley,1409,NA
sav,Savoie,1409,NA
spa,Spain,1409,NA
slo,Southern Lorraine,1409,NA
srv,Southern Rhone valley,1409,NA
swi,Switzerland (Leman Lake),1409,NA
vse,Various South-East,1409,NA
vpc,Vendée - Poitou Charente,1409,NA
als,Alsace,1410,NA
auv,Auvergne,1410,NA
aux,Auxerre-Avalon,1410,NA
bea,Beaujolais and Maconnais,1410,NA
bor,Bordeaux,1410,NA
bur,Burgundy,1410,15.458333333333332
cha1,Champagne 1,1410,NA
cha2,Champagne 2,1410,NA
gai,Gaillac- South-West,1410,NA
ger,Germany,1410,NA
hlv,High Loire Valley,1410,NA
idf,Ile de France,1410,NA
jur,Jura,1410,NA
lan,Languedoc,1410,NA
llv,Low Loire Valley,1410,NA
lux,Luxembourg,1410,NA
mar,Maritime alps,1410,NA
nit,Northern Italy,1410,NA
nlo,Northern  Lorraine,1410,NA
nrv,Northern Rhone valley,1410,NA
sav,Savoie,1410,NA
spa,Spain,1410,NA
slo,Southern Lorraine,1410,NA
srv,Southern Rhone valley,1410,NA
swi,Switzerland (Leman Lake),1410,NA
vse,Various South-East,1410,NA
vpc,Vendée - Poitou Charente,1410,NA
als,Alsace,1411,NA
auv,Auvergne,1411,NA
aux,Auxerre-Avalon,1411,NA
bea,Beaujolais and Maconnais,1411,NA
bor,Bordeaux,1411,NA
bur,Burgundy,1411,36.45833333333333
cha1,Champagne 1,1411,NA
cha2,Champagne 2,1411,NA
gai,Gaillac- South-West,1411,NA
ger,Germany,1411,NA
hlv,High Loire Valley,1411,NA
idf,Ile de France,1411,NA
jur,Jura,1411,NA
lan,Languedoc,1411,NA
llv,Low Loire Valley,1411,NA
lux,Luxembourg,1411,NA
mar,Maritime alps,1411,NA
nit,Northern Italy,1411,NA
nlo,Northern  Lorraine,1411,NA
nrv,Northern Rhone valley,1411,NA
sav,Savoie,1411,NA
spa,Spain,1411,NA
slo,Southern Lorraine,1411,NA
srv,Southern Rhone valley,1411,NA
swi,Switzerland (Leman Lake),1411,NA
vse,Various South-East,1411,NA
vpc,Vendée - Poitou Charente,1411,NA
als,Alsace,1412,NA
auv,Auvergne,1412,NA
aux,Auxerre-Avalon,1412,NA
bea,Beaujolais and Maconnais,1412,NA
bor,Bordeaux,1412,NA
bur,Burgundy,1412,17.272727272727273
cha1,Champagne 1,1412,NA
cha2,Champagne 2,1412,NA
gai,Gaillac- South-West,1412,NA
ger,Germany,1412,NA
hlv,High Loire Valley,1412,NA
idf,Ile de France,1412,NA
jur,Jura,1412,NA
lan,Languedoc,1412,NA
llv,Low Loire Valley,1412,NA
lux,Luxembourg,1412,NA
mar,Maritime alps,1412,NA
nit,Northern Italy,1412,NA
nlo,Northern  Lorraine,1412,NA
nrv,Northern Rhone valley,1412,NA
sav,Savoie,1412,NA
spa,Spain,1412,NA
slo,Southern Lorraine,1412,NA
srv,Southern Rhone valley,1412,NA
swi,Switzerland (Leman Lake),1412,NA
vse,Various South-East,1412,NA
vpc,Vendée - Poitou Charente,1412,NA
als,Alsace,1413,NA
auv,Auvergne,1413,NA
aux,Auxerre-Avalon,1413,NA
bea,Beaujolais and Maconnais,1413,NA
bor,Bordeaux,1413,NA
bur,Burgundy,1413,14
cha1,Champagne 1,1413,NA
cha2,Champagne 2,1413,NA
gai,Gaillac- South-West,1413,NA
ger,Germany,1413,NA
hlv,High Loire Valley,1413,NA
idf,Ile de France,1413,NA
jur,Jura,1413,NA
lan,Languedoc,1413,NA
llv,Low Loire Valley,1413,NA
lux,Luxembourg,1413,NA
mar,Maritime alps,1413,NA
nit,Northern Italy,1413,NA
nlo,Northern  Lorraine,1413,NA
nrv,Northern Rhone valley,1413,NA
sav,Savoie,1413,NA
spa,Spain,1413,NA
slo,Southern Lorraine,1413,NA
srv,Southern Rhone valley,1413,NA
swi,Switzerland (Leman Lake),1413,NA
vse,Various South-East,1413,NA
vpc,Vendée - Poitou Charente,1413,NA
als,Alsace,1414,NA
auv,Auvergne,1414,NA
aux,Auxerre-Avalon,1414,NA
bea,Beaujolais and Maconnais,1414,NA
bor,Bordeaux,1414,NA
bur,Burgundy,1414,30.113611111111112
cha1,Champagne 1,1414,NA
cha2,Champagne 2,1414,NA
gai,Gaillac- South-West,1414,NA
ger,Germany,1414,NA
hlv,High Loire Valley,1414,NA
idf,Ile de France,1414,NA
jur,Jura,1414,NA
lan,Languedoc,1414,NA
llv,Low Loire Valley,1414,NA
