abbreviation,name,year,value
lux,Luxembourg,1837,NA
mar,Maritime alps,1837,NA
nit,Northern Italy,1837,48
nlo,Northern  Lorraine,1837,49
nrv,Northern Rhone valley,1837,37
sav,Savoie,1837,46
spa,Spain,1837,NA
slo,Southern Lorraine,1837,37.91388888888889
srv,Southern Rhone valley,1837,34.29365079365079
swi,Switzerland (Leman Lake),1837,49
vse,Various South-East,1837,NA
vpc,Vendée - Poitou Charente,1837,33.325581395348834
als,Alsace,1838,37.028985507246375
auv,Auvergne,1838,48.30013661202186
aux,Auxerre-Avalon,1838,41
bea,Beaujolais and Maconnais,1838,NA
bor,Bordeaux,1838,29.278481012658226
bur,Burgundy,1838,38.91011235955057
cha1,Champagne 1,1838,40.16666666666667
cha2,Champagne 2,1838,34.96785714285714
gai,Gaillac- South-West,1838,NA
ger,Germany,1838,NA
hlv,High Loire Valley,1838,43.5
idf,Ile de France,1838,40.959790209790214
jur,Jura,1838,46.81666666666666
lan,Languedoc,1838,NA
llv,Low Loire Valley,1838,48.121212121212125
lux,Luxembourg,1838,NA
mar,Maritime alps,1838,NA
nit,Northern Italy,1838,48
nlo,Northern  Lorraine,1838,47
nrv,Northern Rhone valley,1838,36
sav,Savoie,1838,42
spa,Spain,1838,NA
slo,Southern Lorraine,1838,43.91388888888889
srv,Southern Rhone valley,1838,37.44444444444444
swi,Switzerland (Leman Lake),1838,49.26865671641791
vse,Various South-East,1838,NA
vpc,Vendée - Poitou Charente,1838,45.05
als,Alsace,1839,NA
auv,Auvergne,1839,41.53971994535519
aux,Auxerre-Avalon,1839,30.5
bea,Beaujolais and Maconnais,1839,NA
bor,Bordeaux,1839,26.278481012658226
bur,Burgundy,1839,31.76888888888889
cha1,Champagne 1,1839,26
cha2,Champagne 2,1839,21.39642857142857
gai,Gaillac- South-West,1839,NA
ger,Germany,1839,NA
hlv,High Loire Valley,1839,30.5
idf,Ile de France,1839,27.575883575883577
jur,Jura,1839,43.062121212121205
lan,Languedoc,1839,NA
llv,Low Loire Valley,1839,40.121212121212125
lux,Luxembourg,1839,NA
mar,Maritime alps,1839,NA
nit,Northern Italy,1839,39
nlo,Northern  Lorraine,1839,39
nrv,Northern Rhone valley,1839,32
sav,Savoie,1839,40
spa,Spain,1839,NA
slo,Southern Lorraine,1839,33.41388888888889
srv,Southern Rhone valley,1839,34.08333333333333
swi,Switzerland (Leman Lake),1839,40.75297242600556
vse,Various South-East,1839,NA
vpc,Vendée - Poitou Charente,1839,34.825
als,Alsace,1840,NA
auv,Auvergne,1840,40.82838070628769
aux,Auxerre-Avalon,1840,27.5
bea,Beaujolais and Maconnais,1840,NA
bor,Bordeaux,1840,18.556850988230067
bur,Burgundy,1840,25.910112359550563
cha1,Champagne 1,1840,25
cha2,Champagne 2,1840,23.967857142857138
gai,Gaillac- South-West,1840,NA
ger,Germany,1840,NA
hlv,High Loire Valley,1840,22.5
idf,Ile de France,1840,17.846153846153847
jur,Jura,1840,34.633333333333326
lan,Languedoc,1840,NA
llv,Low Loire Valley,1840,41.121212121212125
lux,Luxembourg,1840,40
mar,Maritime alps,1840,NA
nit,Northern Italy,1840,42
nlo,Northern  Lorraine,1840,38
nrv,Northern Rhone valley,1840,26
sav,Savoie,1840,39
spa,Spain,1840,NA
slo,Southern Lorraine,1840,29.41388888888889
srv,Southern Rhone valley,1840,31.444444444444443
swi,Switzerland (Leman Lake),1840,40.52325581395348
vse,Various South-East,1840,41
vpc,Vendée - Poitou Charente,1840,23.212790697674418
als,Alsace,1841,NA
auv,Auvergne,1841,42.35636031649422
aux,Auxerre-Avalon,1841,31.5
bea,Beaujolais and Maconnais,1841,NA
bor,Bordeaux,1841,19.278481012658226
bur,Burgundy,1841,27
cha1,Champagne 1,1841,29.466145833333336
cha2,Champagne 2,1841,21.39642857142857
gai,Gaillac- South-West,1841,NA
ger,Germany,1841,NA
hlv,High Loire Valley,1841,32.5
idf,Ile de France,1841,27.575883575883577
jur,Jura,1841,37.704914004914
lan,Languedoc,1841,NA
llv,Low Loire Valley,1841,47.121212121212125
lux,Luxembourg,1841,35
mar,Maritime alps,1841,NA
nit,Northern Italy,1841,41
nlo,Northern  Lorraine,1841,37.538709677419355
nrv,Northern Rhone valley,1841,27
sav,Savoie,1841,42
spa,Spain,1841,NA
slo,Southern Lorraine,1841,29.98333333333333
srv,Southern Rhone valley,1841,27.143274853801167
swi,Switzerland (Leman Lake),1841,37.454009921455146
vse,Various South-East,1841,43
vpc,Vendée - Poitou Charente,1841,34.05
als,Alsace,1842,NA
auv,Auvergne,1842,38.459016393442624
aux,Auxerre-Avalon,1842,23
bea,Beaujolais and Maconnais,1842,NA
bor,Bordeaux,1842,21.842110746470805
bur,Burgundy,1842,19.272727272727273
cha1,Champagne 1,1842,15.391891891891891
cha2,Champagne 2,1842,13.325
gai,Gaillac- South-West,1842,NA
ger,Germany,1842,NA
hlv,High Loire Valley,1842,21
idf,Ile de France,1842,18.343366093366093
jur,Jura,1842,27.6
lan,Languedoc,1842,NA
llv,Low Loire Valley,1842,34.121212121212125
lux,Luxembourg,1842,37
mar,Maritime alps,1842,NA
nit,Northern Italy,1842,38
nlo,Northern  Lorraine,1842,26.78238583410997
nrv,Northern Rhone valley,1842,20
sav,Savoie,1842,34
spa,Spain,1842,NA
slo,Southern Lorraine,1842,16.913888888888888
srv,Southern Rhone valley,1842,28.26068376068376
swi,Switzerland (Leman Lake),1842,31.9076488775373
vse,Various South-East,1842,38.5
vpc,Vendée - Poitou Charente,1842,20.712790697674418
als,Alsace,1843,39.69565217391305
auv,Auvergne,1843,56.60027322404372
aux,Auxerre-Avalon,1843,47
bea,Beaujolais and Maconnais,1843,NA
bor,Bordeaux,1843,36.27215189873418
bur,Burgundy,1843,46.91011235955057
cha1,Champagne 1,1843,41.16666666666667
cha2,Champagne 2,1843,36.68214285714285
gai,Gaillac- South-West,1843,NA
ger,Germany,1843,NA
hlv,High Loire Valley,1843,40
idf,Ile de France,1843,39.959790209790214
jur,Jura,1843,52.6374269005848
lan,Languedoc,1843,NA
llv,Low Loire Valley,1843,59.121212121212125
lux,Luxembourg,1843,54
mar,Maritime alps,1843,NA
nit,Northern Italy,1843,55
nlo,Northern  Lorraine,1843,49.625
nrv,Northern Rhone valley,1843,38
sav,Savoie,1843,54
spa,Spain,1843,NA
slo,Southern Lorraine,1843,49
srv,Southern Rhone valley,1843,39.84210526315789
swi,Switzerland (Leman Lake),1843,53.61864406779661
vse,Various South-East,1843,46.5
vpc,Vendée - Poitou Charente,1843,49.05
als,Alsace,1844,46.69565217391305
auv,Auvergne,1844,35.56603773584906
aux,Auxerre-Avalon,1844,25.5
bea,Beaujolais and Maconnais,1844,NA
bor,Bordeaux,1844,14.778481012658228
bur,Burgundy,1844,23.272727272727273
cha1,Champagne 1,1844,25.765625
cha2,Champagne 2,1844,23.682142857142853
gai,Gaillac- South-West,1844,NA
ger,Germany,1844,NA
hlv,High Loire Valley,1844,20
idf,Ile de France,1844,23.346153846153847
jur,Jura,1844,37.07342342342342
lan,Languedoc,1844,NA
llv,Low Loire Valley,1844,33.121212121212125
lux,Luxembourg,1844,45
mar,Maritime alps,1844,NA
nit,Northern Italy,1844,40
nlo,Northern  Lorraine,1844,37
nrv,Northern Rhone valley,1844,23
sav,Savoie,1844,39
spa,Spain,1844,NA
slo,Southern Lorraine,1844,28.413888888888888
srv,Southern Rhone valley,1844,28.21428571428571
swi,Switzerland (Leman Lake),1844,40.15487804878049
vse,Various South-East,1844,44.5
vpc,Vendée - Poitou Charente,1844,19.662790697674417
als,Alsace,1845,29.695652173913043
auv,Auvergne,1845,55.7962962962963
aux,Auxerre-Avalon,1845,40
bea,Beaujolais and Maconnais,1845,NA
bor,Bordeaux,1845,38.05685098823007
bur,Burgundy,1845,37.48837209302326
cha1,Champagne 1,1845,38
cha2,Champagne 2,1845,31.682142857142853
gai,Gaillac- South-West,1845,NA
ger,Germany,1845,NA
hlv,High Loire Valley,1845,45
idf,Ile de France,1845,39.459790209790214
jur,Jura,1845,50.63076923076923
lan,Languedoc,1845,NA
llv,Low Loire Valley,1845,57.121212121212125
lux,Luxembourg,1845,34
mar,Maritime alps,1845,NA
nit,Northern Italy,1845,53
nlo,Northern  Lorraine,1845,46.625
nrv,Northern Rhone valley,1845,32
sav,Savoie,1845,51
spa,Spain,1845,NA
slo,Southern Lorraine,1845,48.84444444444445
srv,Southern Rhone valley,1845,37.07692307692308
swi,Switzerland (Leman Lake),1845,50.11864406779661
vse,Various South-East,1845,44
vpc,Vendée - Poitou Charente,1845,46.712790697674414
als,Alsace,1846,NA
auv,Auvergne,1846,29.796296296296298
aux,Auxerre-Avalon,1846,14
bea,Beaujolais and Maconnais,1846,NA
bor,Bordeaux,1846,14.278481012658228
bur,Burgundy,1846,12.768888888888888
cha1,Champagne 1,1846,10
cha2,Champagne 2,1846,8.825
gai,Gaillac- South-West,1846,NA
ger,Germany,1846,NA
hlv,High Loire Valley,1846,14
idf,Ile de France,1846,13.075883575883577
jur,Jura,1846,26.56083916083916
lan,Languedoc,1846,NA
llv,Low Loire Valley,1846,27.12121212121212
lux,Luxembourg,1846,29
mar,Maritime alps,1846,NA
nit,Northern Italy,1846,28
nlo,Northern  Lorraine,1846,21.525
nrv,Northern Rhone valley,1846,14
sav,Savoie,1846,24
spa,Spain,1846,NA
slo,Southern Lorraine,1846,20.844444444444445
srv,Southern Rhone valley,1846,22.591093117408906
swi,Switzerland (Leman Lake),1846,29.454009921455146
vse,Various South-East,1846,36
vpc,Vendée - Poitou Charente,1846,16.4125
als,Alsace,1847,34.69565217391305
auv,Auvergne,1847,39.46841851494696
aux,Auxerre-Avalon,1847,35
bea,Beaujolais and Maconnais,1847,NA
bor,Bordeaux,1847,25.341772151898734
bur,Burgundy,1847,35.76888888888889
cha1,Champagne 1,1847,31
cha2,Champagne 2,1847,28.825
gai,Gaillac- South-West,1847,NA
ger,Germany,1847,NA
hlv,High Loire Valley,1847,30
idf,Ile de France,1847,30.959790209790214
jur,Jura,1847,43.633333333333326
lan,Languedoc,1847,NA
llv,Low Loire Valley,1847,44.56060606060606
lux,Luxembourg,1847,55
mar,Maritime alps,1847,NA
nit,Northern Italy,1847,48
nlo,Northern  Lorraine,1847,41.7027027027027
nrv,Northern Rhone valley,1847,28
sav,Savoie,1847,43
spa,Spain,1847,NA
slo,Southern Lorraine,1847,38.84444444444445
srv,Southern Rhone valley,1847,26.824175824175825
swi,Switzerland (Leman Lake),1847,43.04651162790697
vse,Various South-East,1847,40
vpc,Vendée - Poitou Charente,1847,36.4625
als,Alsace,1848,35.528985507246375
auv,Auvergne,1848,41
aux,Auxerre-Avalon,1848,32
bea,Beaujolais and Maconnais,1848,NA
bor,Bordeaux,1848,19.771929824561404
bur,Burgundy,1848,30.272727272727273
cha1,Champagne 1,1848,27.765625
cha2,Champagne 2,1848,22.182142857142857
gai,Gaillac- South-West,1848,NA
ger,Germany,1848,NA
hlv,High Loire Valley,1848,27
idf,Ile de France,1848,26.846153846153847
jur,Jura,1848,43.513513513513516
lan,Languedoc,1848,NA
llv,Low Loire Valley,1848,40.56060606060606
lux,Luxembourg,1848,44
mar,Maritime alps,1848,NA
nit,Northern Italy,1848,46
nlo,Northern  Lorraine,1848,41.7027027027027
nrv,Northern Rhone valley,1848,26
sav,Savoie,1848,41
spa,Spain,1848,NA
slo,Southern Lorraine,1848,35.84444444444445
srv,Southern Rhone valley,1848,27.125
swi,Switzerland (Leman Lake),1848,40.26865671641791
vse,Various South-East,1848,38
vpc,Vendée - Poitou Charente,1848,30.57529069767442
als,Alsace,1849,32.528985507246375
auv,Auvergne,1849,40.955113192818104
aux,Auxerre-Avalon,1849,33
bea,Beaujolais and Maconnais,1849,NA
bor,Bordeaux,1849,21
bur,Burgundy,1849,27.272727272727273
cha1,Champagne 1,1849,32
cha2,Champagne 2,1849,23.682142857142853
gai,Gaillac- South-West,1849,NA
ger,Germany,1849,NA
hlv,High Loire Valley,1849,31
idf,Ile de France,1849,30.692307692307693
jur,Jura,1849,44.490909090909085
lan,Languedoc,1849,NA
llv,Low Loire Valley,1849,38.06060606060606
lux,Luxembourg,1849,56
mar,Maritime alps,1849,NA
nit,Northern Italy,1849,35
nlo,Northern  Lorraine,1849,41.4
nrv,Northern Rhone valley,1849,25
sav,Savoie,1849,33
spa,Spain,1849,NA
slo,Southern Lorraine,1849,34.84444444444445
srv,Southern Rhone valley,1849,29
swi,Switzerland (Leman Lake),1849,38.23728813559322
vse,Various South-East,1849,41.5
vpc,Vendée - Poitou Charente,1849,25.549999999999997
als,Alsace,1850,33.69565217391305
auv,Auvergne,1850,51.54928017718716
aux,Auxerre-Avalon,1850,40.5
bea,Beaujolais and Maconnais,1850,NA
bor,Bordeaux,1850,29.21518987341772
bur,Burgundy,1850,36.76888888888889
cha1,Champagne 1,1850,39.16666666666667
cha2,Champagne 2,1850,24.324999999999996
gai,Gaillac- South-West,1850,NA
ger,Germany,1850,NA
hlv,High Loire Valley,1850,43.5
idf,Ile de France,1850,33.07588357588358
jur,Jura,1850,50.93589743589743
lan,Languedoc,1850,NA
llv,Low Loire Valley,1850,45.06060606060606
lux,Luxembourg,1850,NA
mar,Maritime alps,1850,NA
nit,Northern Italy,1850,54
nlo,Northern  Lorraine,1850,45.7027027027027
nrv,Northern Rhone valley,1850,37
sav,Savoie,1850,45
spa,Spain,1850,NA
slo,Southern Lorraine,1850,46
srv,Southern Rhone valley,1850,34
swi,Switzerland (Leman Lake),1850,49.46969421186749
vse,Various South-East,1850,40
vpc,Vendée - Poitou Charente,1850,34.4625
als,Alsace,1851,39.528985507246375
auv,Auvergne,1851,51.62638815441565
aux,Auxerre-Avalon,1851,40
bea,Beaujolais and Maconnais,1851,NA
bor,Bordeaux,1851,26.86203573475018
bur,Burgundy,1851,35.76888888888889
cha1,Champagne 1,1851,38.765625
cha2,Champagne 2,1851,28.753571428571426
gai,Gaillac- South-West,1851,NA
ger,Germany,1851,NA
hlv,High Loire Valley,1851,38.5
idf,Ile de France,1851,39.3433660933661
jur,Jura,1851,52.752564102564094
lan,Languedoc,1851,NA
llv,Low Loire Valley,1851,50.56060606060606
lux,Luxembourg,1851,75
mar,Maritime alps,1851,NA
nit,Northern Italy,1851,52
nlo,Northern  Lorraine,1851,50
nrv,Northern Rhone valley,1851,38
sav,Savoie,1851,51
spa,Spain,1851,NA
slo,Southern Lorraine,1851,50.983333333333334
srv,Southern Rhone valley,1851,38.125
swi,Switzerland (Leman Lake),1851,52.04651162790697
vse,Various South-East,1851,39
vpc,Vendée - Poitou Charente,1851,38.212790697674414
als,Alsace,1852,41.86231884057971
auv,Auvergne,1852,46.23958333333333
aux,Auxerre-Avalon,1852,36.5
bea,Beaujolais and Maconnais,1852,NA
bor,Bordeaux,1852,24.341772151898734
bur,Burgundy,1852,25.339500624219724
cha1,Champagne 1,1852,37.16666666666667
cha2,Champagne 2,1852,23.03928571428571
gai,Gaillac- South-West,1852,NA
ger,Germany,1852,NA
hlv,High Loire Valley,1852,32
idf,Ile de France,1852,27.22727272727273
jur,Jura,1852,42.69265419265419
lan,Languedoc,1852,NA
llv,Low Loire Valley,1852,40.56060606060606
lux,Luxembourg,1852,55
mar,Maritime alps,1852,NA
nit,Northern Italy,1852,48
nlo,Northern  Lorraine,1852,43
nrv,Northern Rhone valley,1852,27
sav,Savoie,1852,43
spa,Spain,1852,NA
slo,Southern Lorraine,1852,36
srv,Southern Rhone valley,1852,34.53846153846154
swi,Switzerland (Leman Lake),1852,40.26865671641791
vse,Various South-East,1852,35.5
vpc,Vendée - Poitou Charente,1852,34.4625
als,Alsace,1853,42.528985507246375
auv,Auvergne,1853,57.132075471698116
aux,Auxerre-Avalon,1853,40.5
bea,Beaujolais and Maconnais,1853,NA
bor,Bordeaux,1853,39.21518987341772
bur,Burgundy,1853,35.52080808080808
cha1,Champagne 1,1853,35.47522522522523
cha2,Champagne 2,1853,29.182142857142853
gai,Gaillac- South-West,1853,NA
ger,Germany,1853,NA
hlv,High Loire Valley,1853,45.5
idf,Ile de France,1853,34.959790209790214
jur,Jura,1853,54.572141372141374
lan,Languedoc,1853,NA
llv,Low Loire Valley,1853,61.56060606060606
lux,Luxembourg,1853,59
mar,Maritime alps,1853,NA
nit,Northern Italy,1853,NA
nlo,Northern  Lorraine,1853,42.625
nrv,Northern Rhone valley,1853,38
sav,Savoie,1853,50
spa,Spain,1853,NA
slo,Southern Lorraine,1853,48.84444444444445
srv,Southern Rhone valley,1853,39.44444444444444
swi,Switzerland (Leman Lake),1853,51.48228043143297
vse,Various South-East,1853,38
vpc,Vendée - Poitou Charente,1853,50.16279069767442
als,Alsace,1854,48.028985507246375
auv,Auvergne,1854,48.002380952380946
aux,Auxerre-Avalon,1854,39.5
bea,Beaujolais and Maconnais,1854,NA
bor,Bordeaux,1854,35
bur,Burgundy,1854,28.091419816138917
cha1,Champagne 1,1854,30.358997155049785
cha2,Champagne 2,1854,29.825
gai,Gaillac- South-West,1854,NA
ger,Germany,1854,NA
hlv,High Loire Valley,1854,35
idf,Ile de France,1854,37.61363636363637
jur,Jura,1854,45.77612612612612
lan,Languedoc,1854,NA
llv,Low Loire Valley,1854,54.56060606060606
lux,Luxembourg,1854,64
mar,Maritime alps,1854,NA
nit,Northern Italy,1854,NA
nlo,Northern  Lorraine,1854,38.8625
nrv,Northern Rhone valley,1854,25
sav,Savoie,1854,35
spa,Spain,1854,NA
slo,Southern Lorraine,1854,36.91388888888889
srv,Southern Rhone valley,1854,25.53846153846154
swi,Switzerland (Leman Lake),1854,41.04651162790697
vse,Various South-East,1854,45
vpc,Vendée - Poitou Charente,1854,39.16279069767442
als,Alsace,1855,45.028985507246375
auv,Auvergne,1855,51.26629813191003
aux,Auxerre-Avalon,1855,38
bea,Beaujolais and Maconnais,1855,NA
bor,Bordeaux,1855,36.771929824561404
bur,Burgundy,1855,35.27272727272727
cha1,Champagne 1,1855,32.97522522522523
cha2,Champagne 2,1855,27.03928571428571
gai,Gaillac- South-West,1855,NA
ger,Germany,1855,NA
hlv,High Loire Valley,1855,41.5
idf,Ile de France,1855,35.459790209790214
jur,Jura,1855,48.93589743589743
lan,Languedoc,1855,NA
llv,Low Loire Valley,1855,50.06060606060606
lux,Luxembourg,1855,52
mar,Maritime alps,1855,NA
nit,Northern Italy,1855,58
nlo,Northern  Lorraine,1855,43.851351351351354
nrv,Northern Rhone valley,1855,31
sav,Savoie,1855,40
spa,Spain,1855,NA
slo,Southern Lorraine,1855,38
srv,Southern Rhone valley,1855,29.125
swi,Switzerland (Leman Lake),1855,47.72727272727273
vse,Various South-East,1855,36
vpc,Vendée - Poitou Charente,1855,39.66279069767442
als,Alsace,1856,47.028985507246375
auv,Auvergne,1856,48.56258549931601
aux,Auxerre-Avalon,1856,36.5
bea,Beaujolais and Maconnais,1856,NA
bor,Bordeaux,1856,29.90909090909091
bur,Burgundy,1856,32.62863049095607
cha1,Champagne 1,1856,36.34991776315789
cha2,Champagne 2,1856,26.825
gai,Gaillac- South-West,1856,NA
ger,Germany,1856,NA
hlv,High Loire Valley,1856,33
idf,Ile de France,1856,31.959790209790214
jur,Jura,1856,49.752564102564094
lan,Languedoc,1856,NA
llv,Low Loire Valley,1856,44.06060606060606
lux,Luxembourg,1856,64
mar,Maritime alps,1856,NA
nit,Northern Italy,1856,33
nlo,Northern  Lorraine,1856,47.93103448275862
nrv,Northern Rhone valley,1856,30
sav,Savoie,1856,42
spa,Spain,1856,NA
slo,Southern Lorraine,1856,46
srv,Southern Rhone valley,1856,35
swi,Switzerland (Leman Lake),1856,47.26865671641791
vse,Various South-East,1856,40
vpc,Vendée - Poitou Charente,1856,31.4625
als,Alsace,1857,24.028985507246375
auv,Auvergne,1857,37.39814814814815
aux,Auxerre-Avalon,1857,22
bea,Beaujolais and Maconnais,1857,NA
bor,Bordeaux,1857,19
bur,Burgundy,1857,20.910112359550563
cha1,Champagne 1,1857,22.083333333333336
cha2,Champagne 2,1857,15.253571428571423
gai,Gaillac- South-West,1857,NA
ger,Germany,1857,NA
hlv,High Loire Valley,1857,24
idf,Ile de France,1857,19.692307692307693
jur,Jura,1857,36.61538461538461
lan,Languedoc,1857,NA
llv,Low Loire Valley,1857,34.56060606060606
lux,Luxembourg,1857,39
mar,Maritime alps,1857,NA
nit,Northern Italy,1857,27
nlo,Northern  Lorraine,1857,33.163709677419355
nrv,Northern Rhone valley,1857,23
sav,Savoie,1857,38
spa,Spain,1857,NA
slo,Southern Lorraine,1857,21
srv,Southern Rhone valley,1857,32.07692307692308
swi,Switzerland (Leman Lake),1857,39.23728813559322
vse,Various South-East,1857,41
vpc,Vendée - Poitou Charente,1857,25.07529069767442
als,Alsace,1858,39.11231884057971
auv,Auvergne,1858,28.27069716775599
aux,Auxerre-Avalon,1858,22
bea,Beaujolais and Maconnais,1858,NA
bor,Bordeaux,1858,20
bur,Burgundy,1858,20.272727272727273
cha1,Champagne 1,1858,21.083333333333336
cha2,Champagne 2,1858,16.253571428571426
gai,Gaillac- South-West,1858,NA
ger,Germany,1858,NA
hlv,High Loire Valley,1858,30.5
idf,Ile de France,1858,19.22727272727273
jur,Jura,1858,36.69265419265419
lan,Languedoc,1858,NA
llv,Low Loire Valley,1858,32.56060606060606
lux,Luxembourg,1858,44
mar,Maritime alps,1858,NA
nit,Northern Italy,1858,25
nlo,Northern  Lorraine,1858,31.338709677419356
nrv,Northern Rhone valley,1858,20
sav,Savoie,1858,31
spa,Spain,1858,NA
slo,Southern Lorraine,1858,26.98333333333333
srv,Southern Rhone valley,1858,24.444444444444443
swi,Switzerland (Leman Lake),1858,36
vse,Various South-East,1858,38
vpc,Vendée - Poitou Charente,1858,23.07529069767442
als,Alsace,1859,28.61231884057971
auv,Auvergne,1859,31.828380706287685
aux,Auxerre-Avalon,1859,23
bea,Beaujolais and Maconnais,1859,NA
bor,Bordeaux,1859,21.954545454545453
bur,Burgundy,1859,21
cha1,Champagne 1,1859,18.933333333333334
cha2,Champagne 2,1859,20.324999999999996
gai,Gaillac- South-West,1859,NA
ger,Germany,1859,NA
hlv,High Loire Valley,1859,22.5
idf,Ile de France,1859,19
jur,Jura,1859,33.9180470793374
lan,Languedoc,1859,NA
llv,Low Loire Valley,1859,31.060606060606062
lux,Luxembourg,1859,36
mar,Maritime alps,1859,NA
nit,Northern Italy,1859,NA
nlo,Northern  Lorraine,1859,30.151209677419356
nrv,Northern Rhone valley,1859,26
sav,Savoie,1859,34
spa,Spain,1859,NA
slo,Southern Lorraine,1859,23.98333333333333
srv,Southern Rhone valley,1859,23.911764705882355
swi,Switzerland (Leman Lake),1859,35.72727272727273
vse,Various South-East,1859,42
vpc,Vendée - Poitou Charente,1859,23.4125
als,Alsace,1860,41.69565217391305
auv,Auvergne,1860,50.238095238095234
aux,Auxerre-Avalon,1860,45
bea,Beaujolais and Maconnais,1860,NA
bor,Bordeaux,1860,28
bur,Burgundy,1860,36.76888888888889
cha1,Champagne 1,1860,37.81614583333334
cha2,Champagne 2,1860,34.753571428571426
gai,Gaillac- South-West,1860,NA
ger,Germany,1860,NA
hlv,High Loire Valley,1860,47
idf,Ile de France,1860,42.69230769230769
jur,Jura,1860,57.19265419265419
lan,Languedoc,1860,NA
llv,Low Loire Valley,1860,57.56060606060606
lux,Luxembourg,1860,NA
mar,Maritime alps,1860,NA
nit,Northern Italy,1860,NA
nlo,Northern  Lorraine,1860,47.4
nrv,Northern Rhone valley,1860,34
sav,Savoie,1860,46
spa,Spain,1860,NA
slo,Southern Lorraine,1860,49.983333333333334
srv,Southern Rhone valley,1860,34.44444444444444
swi,Switzerland (Leman Lake),1860,52.31951219512195
vse,Various South-East,1860,35
vpc,Vendée - Poitou Charente,1860,41.16279069767442
als,Alsace,1861,37.028985507246375
auv,Auvergne,1861,35.766666666666666
aux,Auxerre-Avalon,1861,29
bea,Beaujolais and Maconnais,1861,NA
bor,Bordeaux,1861,21.771929824561404
bur,Burgundy,1861,26.12863049095607
cha1,Champagne 1,1861,24.583333333333336
cha2,Champagne 2,1861,21.253571428571423
gai,Gaillac- South-West,1861,NA
ger,Germany,1861,NA
hlv,High Loire Valley,1861,26.5
idf,Ile de France,1861,23.692307692307693
jur,Jura,1861,38.90674486803519
lan,Languedoc,1861,NA
llv,Low Loire Valley,1861,38.56060606060606
lux,Luxembourg,1861,51
mar,Maritime alps,1861,NA
nit,Northern Italy,1861,NA
nlo,Northern  Lorraine,1861,35.65120967741936
nrv,Northern Rhone valley,1861,25
sav,Savoie,1861,40
spa,Spain,1861,NA
slo,Southern Lorraine,1861,29.98333333333333
srv,Southern Rhone valley,1861,28.698529411764703
swi,Switzerland (Leman Lake),1861,35.38689217758985
vse,Various South-East,1861,31
vpc,Vendée - Poitou Charente,1861,25.662790697674417
als,Alsace,1862,20.028985507246375
auv,Auvergne,1862,33.64705882352941
aux,Auxerre-Avalon,1862,25
bea,Beaujolais and Maconnais,1862,NA
bor,Bordeaux,1862,19
bur,Burgundy,1862,21.880549682875262
cha1,Champagne 1,1862,25.866666666666667
cha2,Champagne 2,1862,18.253571428571426
gai,Gaillac- South-West,1862,NA
ger,Germany,1862,NA
hlv,High Loire Valley,1862,30
idf,Ile de France,1862,24.692307692307693
jur,Jura,1862,36.25675675675676
lan,Languedoc,1862,NA
llv,Low Loire Valley,1862,39.06060606060606
lux,Luxembourg,1862,51
mar,Maritime alps,1862,NA
nit,Northern Italy,1862,16
nlo,Northern  Lorraine,1862,33.025
nrv,Northern Rhone valley,1862,25
sav,Savoie,1862,29
spa,Spain,1862,NA
slo,Southern Lorraine,1862,25.991666666666667
srv,Southern Rhone valley,1862,22.53846153846154
swi,Switzerland (Leman Lake),1862,33.4076488775373
vse,Various South-East,1862,37
vpc,Vendée - Poitou Charente,1862,26.212790697674418
als,Alsace,1863,36.028985507246375
auv,Auvergne,1863,38.132075471698116
aux,Auxerre-Avalon,1863,32
bea,Beaujolais and Maconnais,1863,NA
bor,Bordeaux,1863,23.096603635984764
bur,Burgundy,1863,20.910112359550563
cha1,Champagne 1,1863,28.316145833333334
cha2,Champagne 2,1863,25.46785714285714
gai,Gaillac- South-West,1863,NA
ger,Germany,1863,NA
hlv,High Loire Valley,1863,31
idf,Ile de France,1863,24.692307692307693
jur,Jura,1863,44.43589743589743
lan,Languedoc,1863,NA
llv,Low Loire Valley,1863,38.06060606060606
lux,Luxembourg,1863,56
mar,Maritime alps,1863,NA
nit,Northern Italy,1863,25
nlo,Northern  Lorraine,1863,43.2
nrv,Northern Rhone valley,1863,21
sav,Savoie,1863,35
spa,Spain,1863,NA
slo,Southern Lorraine,1863,20.991666666666667
srv,Southern Rhone valley,1863,22.512222222222224
swi,Switzerland (Leman Lake),1863,35.454009921455146
vse,Various South-East,1863,32
vpc,Vendée - Poitou Charente,1863,23.662790697674417
als,Alsace,1864,42.028985507246375
auv,Auvergne,1864,38.41918423106948
aux,Auxerre-Avalon,1864,29
bea,Beaujolais and Maconnais,1864,NA
bor,Bordeaux,1864,17.21518987341772
bur,Burgundy,1864,25.488372093023255
cha1,Champagne 1,1864,31.765625
cha2,Champagne 2,1864,22.182142857142853
gai,Gaillac- South-West,1864,NA
ger,Germany,1864,NA
hlv,High Loire Valley,1864,25
idf,Ile de France,1864,26
jur,Jura,1864,45.072141372141374
lan,Languedoc,1864,NA
llv,Low Loire Valley,1864,35.06060606060606
lux,Luxembourg,1864,55
mar,Maritime alps,1864,NA
nit,Northern Italy,1864,40
nlo,Northern  Lorraine,1864,42.7027027027027
nrv,Northern Rhone valley,1864,22
sav,Savoie,1864,36
spa,Spain,1864,NA
slo,Southern Lorraine,1864,37.99166666666667
srv,Southern Rhone valley,1864,20.0625
swi,Switzerland (Leman Lake),1864,40.9076488775373
vse,Various South-East,1864,32
